Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-8f1r,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: correct_answer,Spreadsheet: image,Spreadsheet: tag,Spreadsheet: layout_id,Spreadsheet: participant_group,Spreadsheet: condition_order,Spreadsheet: block_order,Spreadsheet: source_branch,Spreadsheet: source_commit,Spreadsheet: reference_notebook_path,Spreadsheet: palette_source_path,Spreadsheet: palette_copy_path,Spreadsheet: palette_type,Spreadsheet: dataset_source_path,Spreadsheet: dataset_sha256,Spreadsheet: background,Spreadsheet: condition,Spreadsheet: num_classes,Spreadsheet: difficulty_num,Spreadsheet: difficulty_label,Spreadsheet: scale_factor,Spreadsheet: colormap,Spreadsheet: trial_type,Spreadsheet: question,Spreadsheet: baseline_palette_seed,Spreadsheet: rendering_figsize,Spreadsheet: rendering_dpi,Spreadsheet: rendering_alpha,Spreadsheet: rendering_point_size,Spreadsheet: rendering_pad_ratio,Spreadsheet: objective_score,Spreadsheet: min_pairwise_dE,Spreadsheet: mean_pairwise_dE,Spreadsheet: min_background_dE,Spreadsheet: mean_background_dE,Spreadsheet: background_penalty,Spreadsheet: table_stop_reason,Spreadsheet: table_evals_used,Spreadsheet: optimization_rerun,Spreadsheet: constrained_method_used,Spreadsheet: trial_number,Spreadsheet: trial_id,Spreadsheet: side_schedule,Spreadsheet: image_left,Spreadsheet: image_right,Spreadsheet: optimized_side,Spreadsheet: baseline_image,Spreadsheet: optimized_image,Spreadsheet: response_option_left,Spreadsheet: response_option_right,Spreadsheet: preferred_side,Spreadsheet: selected_condition,Spreadsheet: optimized_selected,Spreadsheet: task1_source_branch,Spreadsheet: task1_source_commit,Spreadsheet: task1_reference_notebook_path,Spreadsheet: task2_reference_notebook_path,Spreadsheet: baseline_palette_source_path,Spreadsheet: optimized_palette_source_path,Spreadsheet: baseline_min_pairwise_dE,Spreadsheet: baseline_mean_pairwise_dE,Spreadsheet: baseline_min_bg_dE,Spreadsheet: baseline_mean_bg_dE,Spreadsheet: baseline_background_penalty,Spreadsheet: baseline_objective_score,Spreadsheet: optimized_min_pairwise_dE,Spreadsheet: optimized_mean_pairwise_dE,Spreadsheet: optimized_min_bg_dE,Spreadsheet: optimized_mean_bg_dE,Spreadsheet: optimized_background_penalty,Spreadsheet: optimized_objective_score,Spreadsheet: palette_regenerated,Spreadsheet: images_rerendered
1845,1790004915000,21/09/2026 15:35:15,1790004915000,1,21/09/2026 16:35:15,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_032,S3P032,S3_PRIV_032,,complete,SYNTHETIC,S3_EXT_032,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OrigFirst,G_BW_SideB,G_BW_SideB,7,Display 1,Screen 1,,,response,Left,,,,4187.9,,,4187.9,,4187.9,,,,Select_Left,,,,,,,,,,,,,,,,,,,black,,10,3,hard,,,,,,,,,,,,,,,,,,,,,7,K10_D3_black,SideB,disc_K10_D3_orig_black.png,disc_K10_D3_opt_black.png,Right,disc_K10_D3_orig_black.png,disc_K10_D3_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
1846,1790004922000,21/09/2026 15:35:22,1790004922000,1,21/09/2026 16:35:22,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_032,S3P032,S3_PRIV_032,,complete,SYNTHETIC,S3_EXT_032,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OrigFirst,G_BW_SideB,G_BW_SideB,8,Display 1,Screen 1,,,response,Left,,,,11792.7,,,11792.7,,11792.7,,,,Select_Left,,,,,,,,,,,,,,,,,,,black,,20,3,hard,,,,,,,,,,,,,,,,,,,,,8,K20_D3_black,SideB,disc_K20_D3_opt_black.png,disc_K20_D3_orig_black.png,Left,disc_K20_D3_orig_black.png,disc_K20_D3_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
1847,1790004929000,21/09/2026 15:35:29,1790004929000,1,21/09/2026 16:35:29,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_032,S3P032,S3_PRIV_032,,complete,SYNTHETIC,S3_EXT_032,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OrigFirst,G_BW_SideB,G_BW_SideB,9,Display 1,Screen 1,,,response,Left,,,,4229.6,,,4229.6,,4229.6,,,,Select_Left,,,,,,,,,,,,,,,,,,,black,,30,3,hard,,,,,,,,,,,,,,,,,,,,,9,K30_D3_black,SideB,disc_K30_D3_opt_black.png,disc_K30_D3_orig_black.png,Left,disc_K30_D3_orig_black.png,disc_K30_D3_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
1848,1790004936000,21/09/2026 15:35:36,1790004936000,1,21/09/2026 16:35:36,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_032,S3P032,S3_PRIV_032,,complete,SYNTHETIC,S3_EXT_032,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OrigFirst,G_BW_SideB,G_BW_SideB,10,Display 1,Screen 1,,,response,Left,,,,2811.5,,,2811.5,,2811.5,,,,Select_Left,,,,,,,,,,,,,,,,,,,white,,10,1,easy,,,,,,,,,,,,,,,,,,,,,10,K10_D1_white,SideB,disc_K10_D1_opt_white.png,disc_K10_D1_orig_white.png,Left,disc_K10_D1_orig_white.png,disc_K10_D1_opt_white.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
1849,1790004943000,21/09/2026 15:35:43,1790004943000,1,21/09/2026 16:35:43,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_032,S3P032,S3_PRIV_032,,complete,SYNTHETIC,S3_EXT_032,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OrigFirst,G_BW_SideB,G_BW_SideB,11,Display 1,Screen 1,,,response,Right,,,,4688.6,,,4688.6,,4688.6,,,,Select_Right,,,,,,,,,,,,,,,,,,,white,,10,3,hard,,,,,,,,,,,,,,,,,,,,,11,K10_D3_white,SideB,disc_K10_D3_opt_white.png,disc_K10_D3_orig_white.png,Left,disc_K10_D3_orig_white.png,disc_K10_D3_opt_white.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
1850,1790004950000,21/09/2026 15:35:50,1790004950000,1,21/09/2026 16:35:50,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_032,S3P032,S3_PRIV_032,,complete,SYNTHETIC,S3_EXT_032,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OrigFirst,G_BW_SideB,G_BW_SideB,12,Display 1,Screen 1,,,response,Left,,,,3226.3,,,3226.3,,3226.3,,,,Select_Left,,,,,,,,,,,,,,,,,,,white,,10,2,medium,,,,,,,,,,,,,,,,,,,,,12,K10_D2_white,SideB,disc_K10_D2_opt_white.png,disc_K10_D2_orig_white.png,Left,disc_K10_D2_orig_white.png,disc_K10_D2_opt_white.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
1851,1790004957000,21/09/2026 15:35:57,1790004957000,1,21/09/2026 16:35:57,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_032,S3P032,S3_PRIV_032,,complete,SYNTHETIC,S3_EXT_032,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OrigFirst,G_BW_SideB,G_BW_SideB,13,Display 1,Screen 1,,,response,Left,,,,7160.1,,,7160.1,,7160.1,,,,Select_Left,,,,,,,,,,,,,,,,,,,white,,30,1,easy,,,,,,,,,,,,,,,,,,,,,13,K30_D1_white,SideB,disc_K30_D1_opt_white.png,disc_K30_D1_orig_white.png,Left,disc_K30_D1_orig_white.png,disc_K30_D1_opt_white.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
1852,1790004964000,21/09/2026 15:36:04,1790004964000,1,21/09/2026 16:36:04,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_032,S3P032,S3_PRIV_032,,complete,SYNTHETIC,S3_EXT_032,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OrigFirst,G_BW_SideB,G_BW_SideB,14,Display 1,Screen 1,,,response,Right,,,,5197.5,,,5197.5,,5197.5,,,,Select_Right,,,,,,,,,,,,,,,,,,,black,,10,2,medium,,,,,,,,,,,,,,,,,,,,,14,K10_D2_black,SideB,disc_K10_D2_orig_black.png,disc_K10_D2_opt_black.png,Right,disc_K10_D2_orig_black.png,disc_K10_D2_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
1853,1790004971000,21/09/2026 15:36:11,1790004971000,1,21/09/2026 16:36:11,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_032,S3P032,S3_PRIV_032,,complete,SYNTHETIC,S3_EXT_032,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OrigFirst,G_BW_SideB,G_BW_SideB,15,Display 1,Screen 1,,,response,Left,,,,11009.0,,,11009.0,,11009.0,,,,Select_Left,,,,,,,,,,,,,,,,,,,white,,30,3,hard,,,,,,,,,,,,,,,,,,,,,15,K30_D3_white,SideB,disc_K30_D3_orig_white.png,disc_K30_D3_opt_white.png,Right,disc_K30_D3_orig_white.png,disc_K30_D3_opt_white.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
1854,1790004978000,21/09/2026 15:36:18,1790004978000,1,21/09/2026 16:36:18,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_032,S3P032,S3_PRIV_032,,complete,SYNTHETIC,S3_EXT_032,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OrigFirst,G_BW_SideB,G_BW_SideB,16,Display 1,Screen 1,,,response,Left,,,,5229.4,,,5229.4,,5229.4,,,,Select_Left,,,,,,,,,,,,,,,,,,,black,,30,1,easy,,,,,,,,,,,,,,,,,,,,,16,K30_D1_black,SideB,disc_K30_D1_opt_black.png,disc_K30_D1_orig_black.png,Left,disc_K30_D1_orig_black.png,disc_K30_D1_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
1855,1790004985000,21/09/2026 15:36:25,1790004985000,1,21/09/2026 16:36:25,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_032,S3P032,S3_PRIV_032,,complete,SYNTHETIC,S3_EXT_032,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OrigFirst,G_BW_SideB,G_BW_SideB,17,Display 1,Screen 1,,,response,Left,,,,2389.1,,,2389.1,,2389.1,,,,Select_Left,,,,,,,,,,,,,,,,,,,white,,20,1,easy,,,,,,,,,,,,,,,,,,,,,17,K20_D1_white,SideB,disc_K20_D1_orig_white.png,disc_K20_D1_opt_white.png,Right,disc_K20_D1_orig_white.png,disc_K20_D1_opt_white.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
1856,1790004992000,21/09/2026 15:36:32,1790004992000,1,21/09/2026 16:36:32,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_032,S3P032,S3_PRIV_032,,complete,SYNTHETIC,S3_EXT_032,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OrigFirst,G_BW_SideB,G_BW_SideB,18,Display 1,Screen 1,,,response,Right,,,,4561.6,,,4561.6,,4561.6,,,,Select_Right,,,,,,,,,,,,,,,,,,,black,,30,2,medium,,,,,,,,,,,,,,,,,,,,,18,K30_D2_black,SideB,disc_K30_D2_opt_black.png,disc_K30_D2_orig_black.png,Left,disc_K30_D2_orig_black.png,disc_K30_D2_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
1857,1790004999000,21/09/2026 15:36:39,1790004999000,1,21/09/2026 16:36:39,275904,7,synthetic-vision-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check (Clone),SYNTHETIC,G_BW_OrigFirst,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,1927.7,,,1927.7,1,1927.7,,,,Number Entry,,,Display 1,12,12,Q1_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,1790005006000,21/09/2026 15:36:46,1790005006000,1,21/09/2026 16:36:46,275904,7,synthetic-vision-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check (Clone),SYNTHETIC,G_BW_OrigFirst,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,3119.8,,,3119.8,1,3119.8,,,,Number Entry,,,Display 2,16,16,Q2_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,1790005013000,21/09/2026 15:36:53,1790005013000,1,21/09/2026 16:36:53,275904,7,synthetic-vision-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check (Clone),SYNTHETIC,G_BW_OrigFirst,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,4264.7,,,4264.7,1,4264.7,,,,Number Entry,,,Display 3,29,29,Q3_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,1790005020000,21/09/2026 15:37:00,1790005020000,1,21/09/2026 16:37:00,275904,7,synthetic-vision-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check (Clone),SYNTHETIC,G_BW_OrigFirst,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,3936.8,,,3936.8,1,3936.8,,,,Number Entry,,,Display 4,26,26,Q4_answer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,1790005027000,21/09/2026 15:37:07,1790005027000,1,21/09/2026 16:37:07,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,1,Display 1,Screen 1,,,response,10,,,,7294.3,,,7294.3,1,7294.3,,,,Answer_10,,,Display 1,10,disc_K10_D1_orig_black.png,,K10_D1,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,10,1,easy,0.80,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,1790005034000,21/09/2026 15:37:14,1790005034000,1,21/09/2026 16:37:14,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,2,Display 1,Screen 1,,,response,10,,,,9661.9,,,9661.9,1,9661.9,,,,Answer_10,,,Display 1,10,disc_K10_D2_orig_black.png,,K10_D2,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,10,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,1790005041000,21/09/2026 15:37:21,1790005041000,1,21/09/2026 16:37:21,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,3,Display 1,Screen 1,,,response,10,,,,6273.7,,,6273.7,1,6273.7,,,,Answer_10,,,Display 1,10,disc_K10_D3_orig_black.png,,K10_D3,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,10,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,1790005048000,21/09/2026 15:37:28,1790005048000,1,21/09/2026 16:37:28,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,4,Display 1,Screen 1,,,response,20,,,,7225.9,,,7225.9,1,7225.9,,,,Answer_20,,,Display 1,20,disc_K20_D1_orig_black.png,,K20_D1,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,20,1,easy,0.80,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,1790005055000,21/09/2026 15:37:35,1790005055000,1,21/09/2026 16:37:35,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,5,Display 1,Screen 1,,,response,25,,,,4006.7,,,4006.7,0,4006.7,,,,Answer_25,,,Display 1,20,disc_K20_D2_orig_black.png,,K20_D2,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,20,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,1790005062000,21/09/2026 15:37:42,1790005062000,1,21/09/2026 16:37:42,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,6,Display 1,Screen 1,,,response,20,,,,3569.9,,,3569.9,1,3569.9,,,,Answer_20,,,Display 1,20,disc_K20_D3_orig_black.png,,K20_D3,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,20,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,1790005069000,21/09/2026 15:37:49,1790005069000,1,21/09/2026 16:37:49,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,7,Display 1,Screen 1,,,response,25,,,,5649.6,,,5649.6,0,5649.6,,,,Answer_25,,,Display 1,30,disc_K30_D1_orig_black.png,,K30_D1,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,30,1,easy,0.80,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,1790005076000,21/09/2026 15:37:56,1790005076000,1,21/09/2026 16:37:56,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,8,Display 1,Screen 1,,,response,30,,,,4202.5,,,4202.5,1,4202.5,,,,Answer_30,,,Display 1,30,disc_K30_D2_orig_black.png,,K30_D2,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,30,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,1790005083000,21/09/2026 15:38:03,1790005083000,1,21/09/2026 16:38:03,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,9,Display 1,Screen 1,,,response,30,,,,5252.0,,,5252.0,1,5252.0,,,,Answer_30,,,Display 1,30,disc_K30_D3_orig_black.png,,K30_D3,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,30,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,1790005090000,21/09/2026 15:38:10,1790005090000,1,21/09/2026 16:38:10,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_033,S3P033,S3_PRIV_033,,complete,SYNTHETIC,S3_EXT_033,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OrigFirst,G_BW_OrigFirst,G_BW_OrigFirst,10,Display 1,Screen 1,,,response,10,,,,2608.6,,,2608.6,1,2608.6,,,,Answer_10,,,Display 1,10,disc_K10_D1_opt_black.png,,K10_D1,G_BW_OrigFirst,OriginalFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,black,C2_background_aware_optimized,10,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
