Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-6fcy,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial_number,Spreadsheet: image_left,Spreadsheet: image_right,Spreadsheet: correct_answer,Spreadsheet: left_option,Spreadsheet: right_option,Spreadsheet: confidence_rating,Spreadsheet: optimized_side,Spreadsheet: preferred_side,Spreadsheet: image,Spreadsheet: tag,Spreadsheet: num_classes,Spreadsheet: colormap,Spreadsheet: variation,Spreadsheet: condition,Spreadsheet: trial_type,Spreadsheet: question
1052,1789999364000,21/09/2026 14:02:44,1789999364000,1,21/09/2026 15:02:44,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,8,Display 1,Screen 1,,,response,15,,,,9245.5,,,9245.5,0,9245.5,,,,Response,,,Display 1,,,,10,,,,,,disc_10_3_distinctipy.png,,10,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
1053,1789999371000,21/09/2026 14:02:51,1789999371000,1,21/09/2026 15:02:51,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,9,Display 1,Screen 1,,,response,10,,,,4673.3,,,4673.3,1,4673.3,,,,Response,,,Display 1,,,,10,,,,,,disc_10_2_distinctipysa.png,,10,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
1054,1789999378000,21/09/2026 14:02:58,1789999378000,1,21/09/2026 15:02:58,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,10,Display 1,Screen 1,,,response,25,,,,8054.7,,,8054.7,0,8054.7,,,,Response,,,Display 1,,,,30,,,,,,disc_30_2_distinctipysa.png,,30,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
1055,1789999385000,21/09/2026 14:03:05,1789999385000,1,21/09/2026 15:03:05,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,11,Display 1,Screen 1,,,response,30,,,,9907.7,,,9907.7,1,9907.7,,,,Response,,,Display 1,,,,30,,,,,,disc_30_1_distinctipy.png,,30,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
1056,1789999392000,21/09/2026 14:03:12,1789999392000,1,21/09/2026 15:03:12,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,12,Display 1,Screen 1,,,response,30,,,,8742.3,,,8742.3,1,8742.3,,,,Response,,,Display 1,,,,30,,,,,,disc_30_3_distinctipy.png,,30,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
1057,1789999399000,21/09/2026 14:03:19,1789999399000,1,21/09/2026 15:03:19,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,13,Display 1,Screen 1,,,response,20,,,,5374.7,,,5374.7,1,5374.7,,,,Response,,,Display 1,,,,20,,,,,,disc_20_2_distinctipy.png,,20,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
1058,1789999406000,21/09/2026 14:03:26,1789999406000,1,21/09/2026 15:03:26,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,14,Display 1,Screen 1,,,response,30,,,,6919.8,,,6919.8,1,6919.8,,,,Response,,,Display 1,,,,30,,,,,,disc_30_3_distinctipysa.png,,30,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1059,1789999413000,21/09/2026 14:03:33,1789999413000,1,21/09/2026 15:03:33,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,15,Display 1,Screen 1,,,response,5,,,,4764.3,,,4764.3,1,4764.3,,,,Response,,,Display 1,,,,5,,,,,,disc_5_3_distinctipysa.png,,5,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1060,1789999420000,21/09/2026 14:03:40,1789999420000,1,21/09/2026 15:03:40,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,16,Display 1,Screen 1,,,response,20,,,,3935.7,,,3935.7,1,3935.7,,,,Response,,,Display 1,,,,20,,,,,,disc_20_1_distinctipysa.png,,20,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
1061,1789999427000,21/09/2026 14:03:47,1789999427000,1,21/09/2026 15:03:47,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,17,Display 1,Screen 1,,,response,20,,,,3867.8,,,3867.8,1,3867.8,,,,Response,,,Display 1,,,,20,,,,,,disc_20_2_distinctipysa.png,,20,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
1062,1789999434000,21/09/2026 14:03:54,1789999434000,1,21/09/2026 15:03:54,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,18,Display 1,Screen 1,,,response,20,,,,13604.5,,,13604.5,1,13604.5,,,,Response,,,Display 1,,,,20,,,,,,disc_20_3_distinctipy.png,,20,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
1063,1789999441000,21/09/2026 14:04:01,1789999441000,1,21/09/2026 15:04:01,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,19,Display 1,Screen 1,,,response,10,,,,4075.4,,,4075.4,1,4075.4,,,,Response,,,Display 1,,,,10,,,,,,disc_10_3_distinctipysa.png,,10,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1064,1789999448000,21/09/2026 14:04:08,1789999448000,1,21/09/2026 15:04:08,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,20,Display 1,Screen 1,,,response,5,,,,3980.8,,,3980.8,1,3980.8,,,,Response,,,Display 1,,,,5,,,,,,disc_5_1_distinctipy.png,,5,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
1065,1789999455000,21/09/2026 14:04:15,1789999455000,1,21/09/2026 15:04:15,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,21,Display 1,Screen 1,,,response,10,,,,2509.9,,,2509.9,1,2509.9,,,,Response,,,Display 1,,,,10,,,,,,disc_10_1_distinctipysa.png,,10,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
1066,1789999462000,21/09/2026 14:04:22,1789999462000,1,21/09/2026 15:04:22,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,22,Display 1,Screen 1,,,response,20,,,,10668.9,,,10668.9,1,10668.9,,,,Response,,,Display 1,,,,20,,,,,,disc_20_3_distinctipysa.png,,20,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1067,1789999469000,21/09/2026 14:04:29,1789999469000,1,21/09/2026 15:04:29,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,23,Display 1,Screen 1,,,response,5,,,,4270.3,,,4270.3,1,4270.3,,,,Response,,,Display 1,,,,5,,,,,,disc_5_2_distinctipysa.png,,5,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
1068,1789999476000,21/09/2026 14:04:36,1789999476000,1,21/09/2026 15:04:36,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,24,Display 1,Screen 1,,,response,25,,,,16905.7,,,16905.7,0,16905.7,,,,Response,,,Display 1,,,,30,,,,,,disc_30_2_distinctipy.png,,30,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
1069,1789999483000,21/09/2026 14:04:43,1789999483000,1,21/09/2026 15:04:43,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,baseline,,,,3064.3,,,3064.3,,3064.3,,,,Image Response,,,Display 1,1,compare_20_easy_optimized.png,compare_20_easy_baseline.png,NA,baseline,optimized,,Left,,,,,,,,,
1070,1789999490000,21/09/2026 14:04:50,1789999490000,1,21/09/2026 15:04:50,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,baseline,,,,5686.5,,,5686.5,,5686.5,,,,Image Response,,,Display 1,2,compare_5_medium_baseline.png,compare_5_medium_optimized.png,NA,optimized,baseline,,Right,,,,,,,,,
1071,1789999497000,21/09/2026 14:04:57,1789999497000,1,21/09/2026 15:04:57,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,baseline,,,,3220.1,,,3220.1,,3220.1,,,,Image Response,,,Display 1,3,compare_10_easy_baseline.png,compare_10_easy_optimized.png,NA,optimized,baseline,,Right,,,,,,,,,
1072,1789999504000,21/09/2026 14:05:04,1789999504000,1,21/09/2026 15:05:04,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,optimized,,,,1353.9,,,1353.9,,1353.9,,,,Image Response,,,Display 1,4,compare_10_medium_optimized.png,compare_10_medium_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
1073,1789999511000,21/09/2026 14:05:11,1789999511000,1,21/09/2026 15:05:11,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,optimized,,,,4252.6,,,4252.6,,4252.6,,,,Image Response,,,Display 1,5,compare_30_medium_optimized.png,compare_30_medium_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
1074,1789999518000,21/09/2026 14:05:18,1789999518000,1,21/09/2026 15:05:18,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,baseline,,,,3583.0,,,3583.0,,3583.0,,,,Image Response,,,Display 1,6,compare_5_hard_optimized.png,compare_5_hard_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
1075,1789999525000,21/09/2026 14:05:25,1789999525000,1,21/09/2026 15:05:25,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,optimized,,,,5423.0,,,5423.0,,5423.0,,,,Image Response,,,Display 1,7,compare_20_medium_baseline.png,compare_20_medium_optimized.png,NA,optimized,baseline,,Right,,,,,,,,,
1076,1789999532000,21/09/2026 14:05:32,1789999532000,1,21/09/2026 15:05:32,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,optimized,,,,9092.7,,,9092.7,,9092.7,,,,Image Response,,,Display 1,8,compare_30_hard_baseline.png,compare_30_hard_optimized.png,NA,optimized,baseline,,Right,,,,,,,,,
1077,1789999539000,21/09/2026 14:05:39,1789999539000,1,21/09/2026 15:05:39,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,baseline,,,,8785.8,,,8785.8,,8785.8,,,,Image Response,,,Display 1,9,compare_30_easy_baseline.png,compare_30_easy_optimized.png,NA,baseline,optimized,,Right,,,,,,,,,
1078,1789999546000,21/09/2026 14:05:46,1789999546000,1,21/09/2026 15:05:46,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,baseline,,,,6211.0,,,6211.0,,6211.0,,,,Image Response,,,Display 1,10,compare_10_hard_optimized.png,compare_10_hard_baseline.png,NA,baseline,optimized,,Left,,,,,,,,,
1079,1789999553000,21/09/2026 14:05:53,1789999553000,1,21/09/2026 15:05:53,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,optimized,,,,4416.0,,,4416.0,,4416.0,,,,Image Response,,,Display 1,11,compare_20_hard_baseline.png,compare_20_hard_optimized.png,NA,baseline,optimized,,Right,,,,,,,,,
1080,1789999560000,21/09/2026 14:06:00,1789999560000,1,21/09/2026 15:06:00,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_027,S2P027,S2_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,baseline,,,,1616.0,,,1616.0,,1616.0,,,,Image Response,,,Display 1,12,compare_5_easy_baseline.png,compare_5_easy_optimized.png,NA,optimized,baseline,,Right,,,,,,,,,
1081,1789999567000,21/09/2026 14:06:07,1789999567000,1,21/09/2026 15:06:07,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,3738.8,,,3738.8,1,3738.8,,,,Number Entry,,,Display 1,,,,12,,,,,,12,Q1_answer,,,,,,
1082,1789999574000,21/09/2026 14:06:14,1789999574000,1,21/09/2026 15:06:14,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,3829.9,,,3829.9,1,3829.9,,,,Number Entry,,,Display 2,,,,16,,,,,,16,Q2_answer,,,,,,
1083,1789999581000,21/09/2026 14:06:21,1789999581000,1,21/09/2026 15:06:21,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,4078.5,,,4078.5,1,4078.5,,,,Number Entry,,,Display 3,,,,29,,,,,,29,Q3_answer,,,,,,
1084,1789999588000,21/09/2026 14:06:28,1789999588000,1,21/09/2026 15:06:28,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,4332.9,,,4332.9,1,4332.9,,,,Number Entry,,,Display 4,,,,26,,,,,,26,Q4_answer,,,,,,
1085,1789999595000,21/09/2026 14:06:35,1789999595000,1,21/09/2026 15:06:35,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,1,Display 1,Screen 1,,,response,10,,,,5273.1,,,5273.1,1,5273.1,,,,Response,,,Display 1,,,,10,,,,,,disc_10_1_distinctipy.png,,10,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
1086,1789999602000,21/09/2026 14:06:42,1789999602000,1,21/09/2026 15:06:42,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,2,Display 1,Screen 1,,,response,20,,,,8991.9,,,8991.9,1,8991.9,,,,Response,,,Display 1,,,,20,,,,,,disc_20_1_distinctipysa.png,,20,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
1087,1789999609000,21/09/2026 14:06:49,1789999609000,1,21/09/2026 15:06:49,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,3,Display 1,Screen 1,,,response,5,,,,4806.0,,,4806.0,1,4806.0,,,,Response,,,Display 1,,,,5,,,,,,disc_5_2_distinctipysa.png,,5,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
1088,1789999616000,21/09/2026 14:06:56,1789999616000,1,21/09/2026 15:06:56,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,4,Display 1,Screen 1,,,response,25,,,,10700.2,,,10700.2,0,10700.2,,,,Response,,,Display 1,,,,30,,,,,,disc_30_3_distinctipy.png,,30,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
1089,1789999623000,21/09/2026 14:07:03,1789999623000,1,21/09/2026 15:07:03,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,5,Display 1,Screen 1,,,response,20,,,,11255.7,,,11255.7,1,11255.7,,,,Response,,,Display 1,,,,20,,,,,,disc_20_2_distinctipy.png,,20,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
1090,1789999630000,21/09/2026 14:07:10,1789999630000,1,21/09/2026 15:07:10,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,6,Display 1,Screen 1,,,response,5,,,,3316.8,,,3316.8,1,3316.8,,,,Response,,,Display 1,,,,5,,,,,,disc_5_3_distinctipy.png,,5,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
1091,1789999637000,21/09/2026 14:07:17,1789999637000,1,21/09/2026 15:07:17,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,7,Display 1,Screen 1,,,response,10,,,,3662.6,,,3662.6,1,3662.6,,,,Response,,,Display 1,,,,10,,,,,,disc_10_1_distinctipysa.png,,10,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
1092,1789999644000,21/09/2026 14:07:24,1789999644000,1,21/09/2026 15:07:24,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,8,Display 1,Screen 1,,,response,5,,,,2358.6,,,2358.6,1,2358.6,,,,Response,,,Display 1,,,,5,,,,,,disc_5_1_distinctipysa.png,,5,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
1093,1789999651000,21/09/2026 14:07:31,1789999651000,1,21/09/2026 15:07:31,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,9,Display 1,Screen 1,,,response,25,,,,6175.7,,,6175.7,0,6175.7,,,,Response,,,Display 1,,,,30,,,,,,disc_30_2_distinctipy.png,,30,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
1094,1789999658000,21/09/2026 14:07:38,1789999658000,1,21/09/2026 15:07:38,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,10,Display 1,Screen 1,,,response,15,,,,6464.8,,,6464.8,0,6464.8,,,,Response,,,Display 1,,,,10,,,,,,disc_10_3_distinctipysa.png,,10,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1095,1789999665000,21/09/2026 14:07:45,1789999665000,1,21/09/2026 15:07:45,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_028,S2P028,S2_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,11,Display 1,Screen 1,,,response,20,,,,9198.8,,,9198.8,1,9198.8,,,,Response,,,Display 1,,,,20,,,,,,disc_20_3_distinctipy.png,,20,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
