Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m119,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: correct_answer,Spreadsheet: image,Spreadsheet: tag
109,1789992763000,21/09/2026 12:12:43,1789992763000,1,21/09/2026 13:12:43,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_028,BLINDED,S1_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,3061.8,,,3061.8,1,3061.8,,,,,,,Display 1,12,12,Q1_answer
110,1789992770000,21/09/2026 12:12:50,1789992770000,1,21/09/2026 13:12:50,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_028,BLINDED,S1_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,2587.7,,,2587.7,1,2587.7,,,,,,,Display 2,16,16,Q2_answer
111,1789992777000,21/09/2026 12:12:57,1789992777000,1,21/09/2026 13:12:57,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_028,BLINDED,S1_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,3135.9,,,3135.9,1,3135.9,,,,,,,Display 3,29,29,Q3_answer
112,1789992784000,21/09/2026 12:13:04,1789992784000,1,21/09/2026 13:13:04,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_028,BLINDED,S1_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,3236.1,,,3236.1,1,3236.1,,,,,,,Display 4,26,26,Q4_answer
113,1789992791000,21/09/2026 12:13:11,1789992791000,1,21/09/2026 13:13:11,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_029,BLINDED,S1_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,1553.2,,,1553.2,1,1553.2,,,,,,,Display 1,12,12,Q1_answer
114,1789992798000,21/09/2026 12:13:18,1789992798000,1,21/09/2026 13:13:18,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_029,BLINDED,S1_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,3709.0,,,3709.0,1,3709.0,,,,,,,Display 2,16,16,Q2_answer
115,1789992805000,21/09/2026 12:13:25,1789992805000,1,21/09/2026 13:13:25,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_029,BLINDED,S1_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,2395.1,,,2395.1,1,2395.1,,,,,,,Display 3,29,29,Q3_answer
116,1789992812000,21/09/2026 12:13:32,1789992812000,1,21/09/2026 13:13:32,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_029,BLINDED,S1_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,2316.6,,,2316.6,1,2316.6,,,,,,,Display 4,26,26,Q4_answer
117,1789992819000,21/09/2026 12:13:39,1789992819000,1,21/09/2026 13:13:39,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_030,BLINDED,S1_PRIV_030,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,3766.0,,,3766.0,1,3766.0,,,,,,,Display 1,12,12,Q1_answer
118,1789992826000,21/09/2026 12:13:46,1789992826000,1,21/09/2026 13:13:46,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_030,BLINDED,S1_PRIV_030,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,2448.7,,,2448.7,1,2448.7,,,,,,,Display 2,16,16,Q2_answer
119,1789992833000,21/09/2026 12:13:53,1789992833000,1,21/09/2026 13:13:53,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_030,BLINDED,S1_PRIV_030,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,3303.7,,,3303.7,1,3303.7,,,,,,,Display 3,29,29,Q3_answer
120,1789992840000,21/09/2026 12:14:00,1789992840000,1,21/09/2026 13:14:00,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_030,BLINDED,S1_PRIV_030,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,3709.0,,,3709.0,1,3709.0,,,,,,,Display 4,26,26,Q4_answer
121,1789992847000,21/09/2026 12:14:07,1789992847000,1,21/09/2026 13:14:07,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_031,BLINDED,S1_PRIV_031,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,2272.3,,,2272.3,1,2272.3,,,,,,,Display 1,12,12,Q1_answer
122,1789992854000,21/09/2026 12:14:14,1789992854000,1,21/09/2026 13:14:14,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_031,BLINDED,S1_PRIV_031,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,2111.7,,,2111.7,1,2111.7,,,,,,,Display 2,16,16,Q2_answer
123,1789992861000,21/09/2026 12:14:21,1789992861000,1,21/09/2026 13:14:21,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_031,BLINDED,S1_PRIV_031,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,2777.5,,,2777.5,1,2777.5,,,,,,,Display 3,29,29,Q3_answer
124,1789992868000,21/09/2026 12:14:28,1789992868000,1,21/09/2026 13:14:28,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_031,BLINDED,S1_PRIV_031,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,2682.6,,,2682.6,1,2682.6,,,,,,,Display 4,26,26,Q4_answer
125,1789992875000,21/09/2026 12:14:35,1789992875000,1,21/09/2026 13:14:35,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_032,BLINDED,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,3049.5,,,3049.5,1,3049.5,,,,,,,Display 1,12,12,Q1_answer
126,1789992882000,21/09/2026 12:14:42,1789992882000,1,21/09/2026 13:14:42,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_032,BLINDED,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,2530.4,,,2530.4,1,2530.4,,,,,,,Display 2,16,16,Q2_answer
127,1789992889000,21/09/2026 12:14:49,1789992889000,1,21/09/2026 13:14:49,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_032,BLINDED,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,2744.6,,,2744.6,1,2744.6,,,,,,,Display 3,29,29,Q3_answer
128,1789992896000,21/09/2026 12:14:56,1789992896000,1,21/09/2026 13:14:56,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_032,BLINDED,S1_PRIV_032,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,6442.8,,,6442.8,1,6442.8,,,,,,,Display 4,26,26,Q4_answer
129,1789992903000,21/09/2026 12:15:03,1789992903000,1,21/09/2026 13:15:03,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_033,BLINDED,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,2676.3,,,2676.3,1,2676.3,,,,,,,Display 1,12,12,Q1_answer
130,1789992910000,21/09/2026 12:15:10,1789992910000,1,21/09/2026 13:15:10,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_033,BLINDED,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,2511.0,,,2511.0,1,2511.0,,,,,,,Display 2,16,16,Q2_answer
131,1789992917000,21/09/2026 12:15:17,1789992917000,1,21/09/2026 13:15:17,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_033,BLINDED,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,2739.3,,,2739.3,1,2739.3,,,,,,,Display 3,29,29,Q3_answer
132,1789992924000,21/09/2026 12:15:24,1789992924000,1,21/09/2026 13:15:24,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_033,BLINDED,S1_PRIV_033,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,1615.0,,,1615.0,1,1615.0,,,,,,,Display 4,26,26,Q4_answer
133,1789992931000,21/09/2026 12:15:31,1789992931000,1,21/09/2026 13:15:31,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_034,BLINDED,S1_PRIV_034,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,5428.7,,,5428.7,1,5428.7,,,,,,,Display 1,12,12,Q1_answer
134,1789992938000,21/09/2026 12:15:38,1789992938000,1,21/09/2026 13:15:38,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_034,BLINDED,S1_PRIV_034,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,2314.7,,,2314.7,1,2314.7,,,,,,,Display 2,16,16,Q2_answer
135,1789992945000,21/09/2026 12:15:45,1789992945000,1,21/09/2026 13:15:45,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_034,BLINDED,S1_PRIV_034,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,3889.7,,,3889.7,1,3889.7,,,,,,,Display 3,29,29,Q3_answer
136,1789992952000,21/09/2026 12:15:52,1789992952000,1,21/09/2026 13:15:52,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_034,BLINDED,S1_PRIV_034,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,2866.9,,,2866.9,1,2866.9,,,,,,,Display 4,26,26,Q4_answer
137,1789992959000,21/09/2026 12:15:59,1789992959000,1,21/09/2026 13:15:59,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_035,BLINDED,S1_PRIV_035,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,3021.8,,,3021.8,1,3021.8,,,,,,,Display 1,12,12,Q1_answer
138,1789992966000,21/09/2026 12:16:06,1789992966000,1,21/09/2026 13:16:06,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_035,BLINDED,S1_PRIV_035,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,5863.4,,,5863.4,1,5863.4,,,,,,,Display 2,16,16,Q2_answer
139,1789992973000,21/09/2026 12:16:13,1789992973000,1,21/09/2026 13:16:13,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_035,BLINDED,S1_PRIV_035,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,1813.2,,,1813.2,1,1813.2,,,,,,,Display 3,29,29,Q3_answer
140,1789992980000,21/09/2026 12:16:20,1789992980000,1,21/09/2026 13:16:20,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_035,BLINDED,S1_PRIV_035,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,1793.3,,,1793.3,1,1793.3,,,,,,,Display 4,26,26,Q4_answer
141,1789992987000,21/09/2026 12:16:27,1789992987000,1,21/09/2026 13:16:27,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_036,BLINDED,S1_PRIV_036,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,2702.3,,,2702.3,1,2702.3,,,,,,,Display 1,12,12,Q1_answer
142,1789992994000,21/09/2026 12:16:34,1789992994000,1,21/09/2026 13:16:34,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_036,BLINDED,S1_PRIV_036,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,3431.5,,,3431.5,1,3431.5,,,,,,,Display 2,16,16,Q2_answer
143,1789993001000,21/09/2026 12:16:41,1789993001000,1,21/09/2026 13:16:41,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_036,BLINDED,S1_PRIV_036,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,2147.0,,,2147.0,1,2147.0,,,,,,,Display 3,29,29,Q3_answer
144,1789993008000,21/09/2026 12:16:48,1789993008000,1,21/09/2026 13:16:48,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_036,BLINDED,S1_PRIV_036,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,2473.4,,,2473.4,1,2473.4,,,,,,,Display 4,26,26,Q4_answer
145,1789993015000,21/09/2026 12:16:55,1789993015000,1,21/09/2026 13:16:55,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_037,BLINDED,S1_PRIV_037,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,3031.2,,,3031.2,1,3031.2,,,,,,,Display 1,12,12,Q1_answer
146,1789993022000,21/09/2026 12:17:02,1789993022000,1,21/09/2026 13:17:02,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_037,BLINDED,S1_PRIV_037,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,2234.1,,,2234.1,1,2234.1,,,,,,,Display 2,16,16,Q2_answer
147,1789993029000,21/09/2026 12:17:09,1789993029000,1,21/09/2026 13:17:09,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_037,BLINDED,S1_PRIV_037,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,10089.5,,,10089.5,1,10089.5,,,,,,,Display 3,29,29,Q3_answer
148,1789993036000,21/09/2026 12:17:16,1789993036000,1,21/09/2026 13:17:16,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_037,BLINDED,S1_PRIV_037,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,3160.9,,,3160.9,1,3160.9,,,,,,,Display 4,26,26,Q4_answer
149,1789993043000,21/09/2026 12:17:23,1789993043000,1,21/09/2026 13:17:23,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_038,BLINDED,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,2299.3,,,2299.3,1,2299.3,,,,,,,Display 1,12,12,Q1_answer
150,1789993050000,21/09/2026 12:17:30,1789993050000,1,21/09/2026 13:17:30,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_038,BLINDED,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,3245.0,,,3245.0,1,3245.0,,,,,,,Display 2,16,16,Q2_answer
151,1789993057000,21/09/2026 12:17:37,1789993057000,1,21/09/2026 13:17:37,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_038,BLINDED,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,2943.7,,,2943.7,1,2943.7,,,,,,,Display 3,29,29,Q3_answer
152,1789993064000,21/09/2026 12:17:44,1789993064000,1,21/09/2026 13:17:44,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_038,BLINDED,S1_PRIV_038,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,2323.1,,,2323.1,1,2323.1,,,,,,,Display 4,26,26,Q4_answer
153,1789993071000,21/09/2026 12:17:51,1789993071000,1,21/09/2026 13:17:51,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_039,BLINDED,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,2801.2,,,2801.2,1,2801.2,,,,,,,Display 1,12,12,Q1_answer
154,1789993078000,21/09/2026 12:17:58,1789993078000,1,21/09/2026 13:17:58,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_039,BLINDED,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,7067.4,,,7067.4,1,7067.4,,,,,,,Display 2,16,16,Q2_answer
155,1789993085000,21/09/2026 12:18:05,1789993085000,1,21/09/2026 13:18:05,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_039,BLINDED,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,4905.7,,,4905.7,1,4905.7,,,,,,,Display 3,29,29,Q3_answer
156,1789993092000,21/09/2026 12:18:12,1789993092000,1,21/09/2026 13:18:12,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_039,BLINDED,S1_PRIV_039,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,2691.7,,,2691.7,1,2691.7,,,,,,,Display 4,26,26,Q4_answer
157,1789993099000,21/09/2026 12:18:19,1789993099000,1,21/09/2026 13:18:19,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_040,BLINDED,S1_PRIV_040,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,2060.6,,,2060.6,1,2060.6,,,,,,,Display 1,12,12,Q1_answer
158,1789993106000,21/09/2026 12:18:26,1789993106000,1,21/09/2026 13:18:26,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_040,BLINDED,S1_PRIV_040,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,1777.6,,,1777.6,1,1777.6,,,,,,,Display 2,16,16,Q2_answer
159,1789993113000,21/09/2026 12:18:33,1789993113000,1,21/09/2026 13:18:33,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_040,BLINDED,S1_PRIV_040,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,1858.0,,,1858.0,1,1858.0,,,,,,,Display 3,29,29,Q3_answer
160,1789993120000,21/09/2026 12:18:40,1789993120000,1,21/09/2026 13:18:40,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_040,BLINDED,S1_PRIV_040,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,3762.2,,,3762.2,1,3762.2,,,,,,,Display 4,26,26,Q4_answer
161,1789993127000,21/09/2026 12:18:47,1789993127000,1,21/09/2026 13:18:47,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_041,BLINDED,S1_PRIV_041,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,2753.9,,,2753.9,1,2753.9,,,,,,,Display 1,12,12,Q1_answer
162,1789993134000,21/09/2026 12:18:54,1789993134000,1,21/09/2026 13:18:54,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_041,BLINDED,S1_PRIV_041,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,1649.1,,,1649.1,1,1649.1,,,,,,,Display 2,16,16,Q2_answer
163,1789993141000,21/09/2026 12:19:01,1789993141000,1,21/09/2026 13:19:01,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_041,BLINDED,S1_PRIV_041,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,2749.3,,,2749.3,1,2749.3,,,,,,,Display 3,29,29,Q3_answer
