Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m119,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: image,Spreadsheet: num_classes,Spreadsheet: colormap,Spreadsheet: variation,Spreadsheet: condition,Spreadsheet: trial_type,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: group_number
266,1789993862000,21/09/2026 12:31:02,1789993862000,1,21/09/2026 13:31:02,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,2,Display 1,Screen 1,,,response,10,,,,4099.4,,,4099.4,1,4099.4,,,,Response,,,Display1,disc_10_2_tab20.png,10,tab20,2,baseline,discrimination,How many distinct classes do you see?,10,1
267,1789993869000,21/09/2026 12:31:09,1789993869000,1,21/09/2026 13:31:09,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,3,Display 1,Screen 1,,,response,25,,,,9166.2,,,9166.2,0,9166.2,,,,Response,,,Display1,disc_30_1_tab20sa.png,30,tab20sa,1,sa,discrimination,How many distinct classes do you see?,30,1
268,1789993876000,21/09/2026 12:31:16,1789993876000,1,21/09/2026 13:31:16,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,4,Display 1,Screen 1,,,response,30,,,,6146.9,,,6146.9,1,6146.9,,,,Response,,,Display1,disc_30_2_tab20.png,30,tab20,2,baseline,discrimination,How many distinct classes do you see?,30,1
269,1789993883000,21/09/2026 12:31:23,1789993883000,1,21/09/2026 13:31:23,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,5,Display 1,Screen 1,,,response,25,,,,3775.4,,,3775.4,0,3775.4,,,,Response,,,Display1,disc_30_1_tab20.png,30,tab20,1,baseline,discrimination,How many distinct classes do you see?,30,1
270,1789993890000,21/09/2026 12:31:30,1789993890000,1,21/09/2026 13:31:30,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,6,Display 1,Screen 1,,,response,5,,,,4896.2,,,4896.2,1,4896.2,,,,Response,,,Display1,disc_5_3_tab20sa.png,5,tab20sa,3,sa,discrimination,How many distinct classes do you see?,5,1
271,1789993897000,21/09/2026 12:31:37,1789993897000,1,21/09/2026 13:31:37,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,7,Display 1,Screen 1,,,response,15,,,,9105.7,,,9105.7,0,9105.7,,,,Response,,,Display1,disc_20_3_tab20sa.png,20,tab20sa,3,sa,discrimination,How many distinct classes do you see?,20,1
272,1789993904000,21/09/2026 12:31:44,1789993904000,1,21/09/2026 13:31:44,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,8,Display 1,Screen 1,,,response,20,,,,8045.3,,,8045.3,1,8045.3,,,,Response,,,Display1,disc_20_2_tab20sa.png,20,tab20sa,2,sa,discrimination,How many distinct classes do you see?,20,1
273,1789993911000,21/09/2026 12:31:51,1789993911000,1,21/09/2026 13:31:51,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,9,Display 1,Screen 1,,,response,20,,,,6403.4,,,6403.4,1,6403.4,,,,Response,,,Display1,disc_20_3_tab20.png,20,tab20,3,baseline,discrimination,How many distinct classes do you see?,20,1
274,1789993918000,21/09/2026 12:31:58,1789993918000,1,21/09/2026 13:31:58,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,10,Display 1,Screen 1,,,response,5,,,,3437.3,,,3437.3,1,3437.3,,,,Response,,,Display1,disc_5_2_tab20.png,5,tab20,2,baseline,discrimination,How many distinct classes do you see?,5,1
275,1789993925000,21/09/2026 12:32:05,1789993925000,1,21/09/2026 13:32:05,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,11,Display 1,Screen 1,,,response,5,,,,1713.1,,,1713.1,1,1713.1,,,,Response,,,Display1,disc_5_3_tab20.png,5,tab20,3,baseline,discrimination,How many distinct classes do you see?,5,1
276,1789993932000,21/09/2026 12:32:12,1789993932000,1,21/09/2026 13:32:12,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,12,Display 1,Screen 1,,,response,5,,,,1840.0,,,1840.0,1,1840.0,,,,Response,,,Display1,disc_5_2_tab20sa.png,5,tab20sa,2,sa,discrimination,How many distinct classes do you see?,5,1
277,1789993939000,21/09/2026 12:32:19,1789993939000,1,21/09/2026 13:32:19,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,13,Display 1,Screen 1,,,response,5,,,,3804.4,,,3804.4,0,3804.4,,,,Response,,,Display1,disc_10_1_tab20sa.png,10,tab20sa,1,sa,discrimination,How many distinct classes do you see?,10,1
278,1789993946000,21/09/2026 12:32:26,1789993946000,1,21/09/2026 13:32:26,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,14,Display 1,Screen 1,,,response,10,,,,6267.8,,,6267.8,1,6267.8,,,,Response,,,Display1,disc_10_2_tab20sa.png,10,tab20sa,2,sa,discrimination,How many distinct classes do you see?,10,1
279,1789993953000,21/09/2026 12:32:33,1789993953000,1,21/09/2026 13:32:33,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,15,Display 1,Screen 1,,,response,20,,,,3934.1,,,3934.1,1,3934.1,,,,Response,,,Display1,disc_20_1_tab20sa.png,20,tab20sa,1,sa,discrimination,How many distinct classes do you see?,20,1
280,1789993960000,21/09/2026 12:32:40,1789993960000,1,21/09/2026 13:32:40,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,16,Display 1,Screen 1,,,response,10,,,,5465.7,,,5465.7,1,5465.7,,,,Response,,,Display1,disc_10_3_tab20sa.png,10,tab20sa,3,sa,discrimination,How many distinct classes do you see?,10,1
281,1789993967000,21/09/2026 12:32:47,1789993967000,1,21/09/2026 13:32:47,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,17,Display 1,Screen 1,,,response,30,,,,9781.5,,,9781.5,1,9781.5,,,,Response,,,Display1,disc_30_2_tab20sa.png,30,tab20sa,2,sa,discrimination,How many distinct classes do you see?,30,1
282,1789993974000,21/09/2026 12:32:54,1789993974000,1,21/09/2026 13:32:54,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,18,Display 1,Screen 1,,,response,10,,,,3882.5,,,3882.5,1,3882.5,,,,Response,,,Display1,disc_10_1_tab20.png,10,tab20,1,baseline,discrimination,How many distinct classes do you see?,10,1
283,1789993981000,21/09/2026 12:33:01,1789993981000,1,21/09/2026 13:33:01,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,19,Display 1,Screen 1,,,response,30,,,,5018.4,,,5018.4,1,5018.4,,,,Response,,,Display1,disc_30_3_tab20.png,30,tab20,3,baseline,discrimination,How many distinct classes do you see?,30,1
284,1789993988000,21/09/2026 12:33:08,1789993988000,1,21/09/2026 13:33:08,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,20,Display 1,Screen 1,,,response,5,,,,2364.2,,,2364.2,1,2364.2,,,,Response,,,Display1,disc_5_1_tab20.png,5,tab20,1,baseline,discrimination,How many distinct classes do you see?,5,1
285,1789993995000,21/09/2026 12:33:15,1789993995000,1,21/09/2026 13:33:15,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,21,Display 1,Screen 1,,,response,15,,,,5011.2,,,5011.2,0,5011.2,,,,Response,,,Display1,disc_20_2_tab20.png,20,tab20,2,baseline,discrimination,How many distinct classes do you see?,20,1
286,1789994002000,21/09/2026 12:33:22,1789994002000,1,21/09/2026 13:33:22,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,22,Display 1,Screen 1,,,response,25,,,,17970.3,,,17970.3,0,17970.3,,,,Response,,,Display1,disc_30_3_tab20sa.png,30,tab20sa,3,sa,discrimination,How many distinct classes do you see?,30,1
287,1789994009000,21/09/2026 12:33:29,1789994009000,1,21/09/2026 13:33:29,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,23,Display 1,Screen 1,,,response,5,,,,3462.3,,,3462.3,1,3462.3,,,,Response,,,Display1,disc_5_1_tab20sa.png,5,tab20sa,1,sa,discrimination,How many distinct classes do you see?,5,1
288,1789994016000,21/09/2026 12:33:36,1789994016000,1,21/09/2026 13:33:36,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_012,S1PUB012,S1_PRIV_012,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,24,Display 1,Screen 1,,,response,25,,,,2940.2,,,2940.2,0,2940.2,,,,Response,,,Display1,disc_20_1_tab20.png,20,tab20,1,baseline,discrimination,How many distinct classes do you see?,20,1
289,1789994023000,21/09/2026 12:33:43,1789994023000,1,21/09/2026 13:33:43,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,1,Display 1,Screen 1,,,response,10,,,,4952.5,,,4952.5,1,4952.5,,,,Response,,,Display1,disc_10_2_tab20.png,10,tab20,2,baseline,discrimination,How many distinct classes do you see?,10,1
290,1789994030000,21/09/2026 12:33:50,1789994030000,1,21/09/2026 13:33:50,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,2,Display 1,Screen 1,,,response,20,,,,5682.0,,,5682.0,1,5682.0,,,,Response,,,Display1,disc_20_1_tab20.png,20,tab20,1,baseline,discrimination,How many distinct classes do you see?,20,1
291,1789994037000,21/09/2026 12:33:57,1789994037000,1,21/09/2026 13:33:57,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,3,Display 1,Screen 1,,,response,5,,,,2997.3,,,2997.3,1,2997.3,,,,Response,,,Display1,disc_5_1_tab20sa.png,5,tab20sa,1,sa,discrimination,How many distinct classes do you see?,5,1
292,1789994044000,21/09/2026 12:34:04,1789994044000,1,21/09/2026 13:34:04,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,4,Display 1,Screen 1,,,response,30,,,,8041.2,,,8041.2,1,8041.2,,,,Response,,,Display1,disc_30_2_tab20sa.png,30,tab20sa,2,sa,discrimination,How many distinct classes do you see?,30,1
293,1789994051000,21/09/2026 12:34:11,1789994051000,1,21/09/2026 13:34:11,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,5,Display 1,Screen 1,,,response,5,,,,3305.8,,,3305.8,1,3305.8,,,,Response,,,Display1,disc_5_3_tab20sa.png,5,tab20sa,3,sa,discrimination,How many distinct classes do you see?,5,1
294,1789994058000,21/09/2026 12:34:18,1789994058000,1,21/09/2026 13:34:18,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,6,Display 1,Screen 1,,,response,30,,,,6844.3,,,6844.3,1,6844.3,,,,Response,,,Display1,disc_30_2_tab20.png,30,tab20,2,baseline,discrimination,How many distinct classes do you see?,30,1
295,1789994065000,21/09/2026 12:34:25,1789994065000,1,21/09/2026 13:34:25,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,7,Display 1,Screen 1,,,response,10,,,,7008.5,,,7008.5,1,7008.5,,,,Response,,,Display1,disc_10_3_tab20sa.png,10,tab20sa,3,sa,discrimination,How many distinct classes do you see?,10,1
296,1789994072000,21/09/2026 12:34:32,1789994072000,1,21/09/2026 13:34:32,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,8,Display 1,Screen 1,,,response,15,,,,4858.1,,,4858.1,0,4858.1,,,,Response,,,Display1,disc_20_3_tab20sa.png,20,tab20sa,3,sa,discrimination,How many distinct classes do you see?,20,1
297,1789994079000,21/09/2026 12:34:39,1789994079000,1,21/09/2026 13:34:39,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,9,Display 1,Screen 1,,,response,30,,,,6401.0,,,6401.0,1,6401.0,,,,Response,,,Display1,disc_30_1_tab20sa.png,30,tab20sa,1,sa,discrimination,How many distinct classes do you see?,30,1
298,1789994086000,21/09/2026 12:34:46,1789994086000,1,21/09/2026 13:34:46,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,10,Display 1,Screen 1,,,response,20,,,,5929.8,,,5929.8,1,5929.8,,,,Response,,,Display1,disc_20_2_tab20sa.png,20,tab20sa,2,sa,discrimination,How many distinct classes do you see?,20,1
299,1789994093000,21/09/2026 12:34:53,1789994093000,1,21/09/2026 13:34:53,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,11,Display 1,Screen 1,,,response,10,,,,2700.0,,,2700.0,1,2700.0,,,,Response,,,Display1,disc_10_1_tab20sa.png,10,tab20sa,1,sa,discrimination,How many distinct classes do you see?,10,1
300,1789994100000,21/09/2026 12:35:00,1789994100000,1,21/09/2026 13:35:00,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,12,Display 1,Screen 1,,,response,25,,,,6545.1,,,6545.1,0,6545.1,,,,Response,,,Display1,disc_30_3_tab20.png,30,tab20,3,baseline,discrimination,How many distinct classes do you see?,30,1
301,1789994107000,21/09/2026 12:35:07,1789994107000,1,21/09/2026 13:35:07,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,13,Display 1,Screen 1,,,response,10,,,,4559.6,,,4559.6,1,4559.6,,,,Response,,,Display1,disc_10_3_tab20.png,10,tab20,3,baseline,discrimination,How many distinct classes do you see?,10,1
302,1789994114000,21/09/2026 12:35:14,1789994114000,1,21/09/2026 13:35:14,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,14,Display 1,Screen 1,,,response,10,,,,4184.1,,,4184.1,1,4184.1,,,,Response,,,Display1,disc_10_1_tab20.png,10,tab20,1,baseline,discrimination,How many distinct classes do you see?,10,1
303,1789994121000,21/09/2026 12:35:21,1789994121000,1,21/09/2026 13:35:21,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,15,Display 1,Screen 1,,,response,10,,,,3654.5,,,3654.5,1,3654.5,,,,Response,,,Display1,disc_10_2_tab20sa.png,10,tab20sa,2,sa,discrimination,How many distinct classes do you see?,10,1
304,1789994128000,21/09/2026 12:35:28,1789994128000,1,21/09/2026 13:35:28,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,16,Display 1,Screen 1,,,response,5,,,,6577.9,,,6577.9,1,6577.9,,,,Response,,,Display1,disc_5_2_tab20sa.png,5,tab20sa,2,sa,discrimination,How many distinct classes do you see?,5,1
305,1789994135000,21/09/2026 12:35:35,1789994135000,1,21/09/2026 13:35:35,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,17,Display 1,Screen 1,,,response,25,,,,4487.2,,,4487.2,0,4487.2,,,,Response,,,Display1,disc_30_3_tab20sa.png,30,tab20sa,3,sa,discrimination,How many distinct classes do you see?,30,1
306,1789994142000,21/09/2026 12:35:42,1789994142000,1,21/09/2026 13:35:42,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,18,Display 1,Screen 1,,,response,20,,,,10279.4,,,10279.4,1,10279.4,,,,Response,,,Display1,disc_20_2_tab20.png,20,tab20,2,baseline,discrimination,How many distinct classes do you see?,20,1
307,1789994149000,21/09/2026 12:35:49,1789994149000,1,21/09/2026 13:35:49,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,19,Display 1,Screen 1,,,response,10,,,,4212.7,,,4212.7,0,4212.7,,,,Response,,,Display1,disc_5_3_tab20.png,5,tab20,3,baseline,discrimination,How many distinct classes do you see?,5,1
308,1789994156000,21/09/2026 12:35:56,1789994156000,1,21/09/2026 13:35:56,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,20,Display 1,Screen 1,,,response,30,,,,4448.8,,,4448.8,1,4448.8,,,,Response,,,Display1,disc_30_1_tab20.png,30,tab20,1,baseline,discrimination,How many distinct classes do you see?,30,1
309,1789994163000,21/09/2026 12:36:03,1789994163000,1,21/09/2026 13:36:03,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,21,Display 1,Screen 1,,,response,5,,,,3069.4,,,3069.4,1,3069.4,,,,Response,,,Display1,disc_5_1_tab20.png,5,tab20,1,baseline,discrimination,How many distinct classes do you see?,5,1
310,1789994170000,21/09/2026 12:36:10,1789994170000,1,21/09/2026 13:36:10,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,22,Display 1,Screen 1,,,response,5,,,,5091.9,,,5091.9,1,5091.9,,,,Response,,,Display1,disc_5_2_tab20.png,5,tab20,2,baseline,discrimination,How many distinct classes do you see?,5,1
311,1789994177000,21/09/2026 12:36:17,1789994177000,1,21/09/2026 13:36:17,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,23,Display 1,Screen 1,,,response,20,,,,6776.8,,,6776.8,1,6776.8,,,,Response,,,Display1,disc_20_3_tab20.png,20,tab20,3,baseline,discrimination,How many distinct classes do you see?,20,1
312,1789994184000,21/09/2026 12:36:24,1789994184000,1,21/09/2026 13:36:24,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_013,S1PUB013,S1_PRIV_013,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,24,Display 1,Screen 1,,,response,20,,,,4385.7,,,4385.7,1,4385.7,,,,Response,,,Display1,disc_20_1_tab20sa.png,20,tab20sa,1,sa,discrimination,How many distinct classes do you see?,20,1
313,1789994191000,21/09/2026 12:36:31,1789994191000,1,21/09/2026 13:36:31,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_014,S1PUB014,S1_PRIV_014,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,1,Display 1,Screen 1,,,response,10,,,,8396.9,,,8396.9,1,8396.9,,,,Response,,,Display1,disc_10_1_tab20sa.png,10,tab20sa,1,sa,discrimination,How many distinct classes do you see?,10,1
