Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m119,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial_number,Spreadsheet: image_left,Spreadsheet: image_right,Spreadsheet: correct_answer,Spreadsheet: left_option,Spreadsheet: right_option,Spreadsheet: confidence_rating
323,1789994261000,21/09/2026 12:37:41,1789994261000,1,21/09/2026 13:37:41,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_027,BLINDED,S1_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,baseline.png,,,,2396.5,,,2396.5,,2396.5,,,,,,,Display 1,11,compare_5_medium_baseline.png,compare_5_medium_optimized.png,optimized.png,optimized.png,baseline.png,
324,1789994268000,21/09/2026 12:37:48,1789994268000,1,21/09/2026 13:37:48,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_027,BLINDED,S1_PRIV_027,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,baseline.png,,,,6073.1,,,6073.1,,6073.1,,,,,,,Display 1,12,compare_20_hard_baseline.png,compare_20_hard_optimized.png,optimized.png,baseline.png,optimized.png,
325,1789994275000,21/09/2026 12:37:55,1789994275000,1,21/09/2026 13:37:55,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_028,BLINDED,S1_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,optimized.png,,,,5331.3,,,5331.3,,5331.3,,,,,,,Display 1,1,compare_30_hard_baseline.png,compare_30_hard_optimized.png,optimized.png,optimized.png,baseline.png,
326,1789994282000,21/09/2026 12:38:02,1789994282000,1,21/09/2026 13:38:02,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_028,BLINDED,S1_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,optimized.png,,,,4166.3,,,4166.3,,4166.3,,,,,,,Display 1,2,compare_30_easy_baseline.png,compare_30_easy_optimized.png,optimized.png,baseline.png,optimized.png,
327,1789994289000,21/09/2026 12:38:09,1789994289000,1,21/09/2026 13:38:09,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_028,BLINDED,S1_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,baseline.png,,,,7135.3,,,7135.3,,7135.3,,,,,,,Display 1,3,compare_30_medium_baseline.png,compare_30_medium_optimized.png,optimized.png,optimized.png,baseline.png,
328,1789994296000,21/09/2026 12:38:16,1789994296000,1,21/09/2026 13:38:16,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_028,BLINDED,S1_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,baseline.png,,,,2839.4,,,2839.4,,2839.4,,,,,,,Display 1,4,compare_20_medium_optimized.png,compare_20_medium_baseline.png,optimized.png,baseline.png,optimized.png,
329,1789994303000,21/09/2026 12:38:23,1789994303000,1,21/09/2026 13:38:23,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_028,BLINDED,S1_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,optimized.png,,,,5089.0,,,5089.0,,5089.0,,,,,,,Display 1,5,compare_10_medium_optimized.png,compare_10_medium_baseline.png,optimized.png,optimized.png,baseline.png,
330,1789994310000,21/09/2026 12:38:30,1789994310000,1,21/09/2026 13:38:30,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_028,BLINDED,S1_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,baseline.png,,,,2579.3,,,2579.3,,2579.3,,,,,,,Display 1,6,compare_5_hard_baseline.png,compare_5_hard_optimized.png,optimized.png,baseline.png,optimized.png,
331,1789994317000,21/09/2026 12:38:37,1789994317000,1,21/09/2026 13:38:37,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_028,BLINDED,S1_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,optimized.png,,,,4957.3,,,4957.3,,4957.3,,,,,,,Display 1,7,compare_20_hard_optimized.png,compare_20_hard_baseline.png,optimized.png,baseline.png,optimized.png,
332,1789994324000,21/09/2026 12:38:44,1789994324000,1,21/09/2026 13:38:44,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_028,BLINDED,S1_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,optimized.png,,,,4342.1,,,4342.1,,4342.1,,,,,,,Display 1,8,compare_5_easy_baseline.png,compare_5_easy_optimized.png,optimized.png,optimized.png,baseline.png,
333,1789994331000,21/09/2026 12:38:51,1789994331000,1,21/09/2026 13:38:51,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_028,BLINDED,S1_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,optimized.png,,,,4070.8,,,4070.8,,4070.8,,,,,,,Display 1,9,compare_10_easy_optimized.png,compare_10_easy_baseline.png,optimized.png,optimized.png,baseline.png,
334,1789994338000,21/09/2026 12:38:58,1789994338000,1,21/09/2026 13:38:58,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_028,BLINDED,S1_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,optimized.png,,,,5334.4,,,5334.4,,5334.4,,,,,,,Display 1,10,compare_10_hard_optimized.png,compare_10_hard_baseline.png,optimized.png,optimized.png,baseline.png,
335,1789994345000,21/09/2026 12:39:05,1789994345000,1,21/09/2026 13:39:05,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_028,BLINDED,S1_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,optimized.png,,,,3319.8,,,3319.8,,3319.8,,,,,,,Display 1,11,compare_20_easy_baseline.png,compare_20_easy_optimized.png,optimized.png,baseline.png,optimized.png,
336,1789994352000,21/09/2026 12:39:12,1789994352000,1,21/09/2026 13:39:12,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_028,BLINDED,S1_PRIV_028,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,baseline.png,,,,4795.0,,,4795.0,,4795.0,,,,,,,Display 1,12,compare_5_medium_optimized.png,compare_5_medium_baseline.png,optimized.png,optimized.png,baseline.png,
337,1789994359000,21/09/2026 12:39:19,1789994359000,1,21/09/2026 13:39:19,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_029,BLINDED,S1_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,optimized.png,,,,3649.6,,,3649.6,,3649.6,,,,,,,Display 1,1,compare_30_medium_optimized.png,compare_30_medium_baseline.png,optimized.png,optimized.png,baseline.png,
338,1789994366000,21/09/2026 12:39:26,1789994366000,1,21/09/2026 13:39:26,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_029,BLINDED,S1_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,optimized.png,,,,3594.5,,,3594.5,,3594.5,,,,,,,Display 1,2,compare_10_hard_baseline.png,compare_10_hard_optimized.png,optimized.png,baseline.png,optimized.png,
339,1789994373000,21/09/2026 12:39:33,1789994373000,1,21/09/2026 13:39:33,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_029,BLINDED,S1_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,baseline.png,,,,7618.7,,,7618.7,,7618.7,,,,,,,Display 1,3,compare_5_hard_baseline.png,compare_5_hard_optimized.png,optimized.png,baseline.png,optimized.png,
340,1789994380000,21/09/2026 12:39:40,1789994380000,1,21/09/2026 13:39:40,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_029,BLINDED,S1_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,baseline.png,,,,4628.1,,,4628.1,,4628.1,,,,,,,Display 1,4,compare_20_medium_baseline.png,compare_20_medium_optimized.png,optimized.png,optimized.png,baseline.png,
341,1789994387000,21/09/2026 12:39:47,1789994387000,1,21/09/2026 13:39:47,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_029,BLINDED,S1_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,optimized.png,,,,7182.2,,,7182.2,,7182.2,,,,,,,Display 1,5,compare_30_hard_baseline.png,compare_30_hard_optimized.png,optimized.png,baseline.png,optimized.png,
342,1789994394000,21/09/2026 12:39:54,1789994394000,1,21/09/2026 13:39:54,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_029,BLINDED,S1_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,baseline.png,,,,4645.5,,,4645.5,,4645.5,,,,,,,Display 1,6,compare_20_easy_optimized.png,compare_20_easy_baseline.png,optimized.png,baseline.png,optimized.png,
343,1789994401000,21/09/2026 12:40:01,1789994401000,1,21/09/2026 13:40:01,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_029,BLINDED,S1_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,optimized.png,,,,2476.7,,,2476.7,,2476.7,,,,,,,Display 1,7,compare_5_easy_baseline.png,compare_5_easy_optimized.png,optimized.png,optimized.png,baseline.png,
344,1789994408000,21/09/2026 12:40:08,1789994408000,1,21/09/2026 13:40:08,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_029,BLINDED,S1_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,optimized.png,,,,3768.9,,,3768.9,,3768.9,,,,,,,Display 1,8,compare_5_medium_optimized.png,compare_5_medium_baseline.png,optimized.png,optimized.png,baseline.png,
345,1789994415000,21/09/2026 12:40:15,1789994415000,1,21/09/2026 13:40:15,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_029,BLINDED,S1_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,optimized.png,,,,9794.3,,,9794.3,,9794.3,,,,,,,Display 1,9,compare_20_hard_baseline.png,compare_20_hard_optimized.png,optimized.png,baseline.png,optimized.png,
346,1789994422000,21/09/2026 12:40:22,1789994422000,1,21/09/2026 13:40:22,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_029,BLINDED,S1_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,optimized.png,,,,3721.4,,,3721.4,,3721.4,,,,,,,Display 1,10,compare_10_easy_baseline.png,compare_10_easy_optimized.png,optimized.png,baseline.png,optimized.png,
347,1789994429000,21/09/2026 12:40:29,1789994429000,1,21/09/2026 13:40:29,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_029,BLINDED,S1_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,optimized.png,,,,2742.0,,,2742.0,,2742.0,,,,,,,Display 1,11,compare_10_medium_optimized.png,compare_10_medium_baseline.png,optimized.png,optimized.png,baseline.png,
348,1789994436000,21/09/2026 12:40:36,1789994436000,1,21/09/2026 13:40:36,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_029,BLINDED,S1_PRIV_029,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,baseline.png,,,,4654.1,,,4654.1,,4654.1,,,,,,,Display 1,12,compare_30_easy_baseline.png,compare_30_easy_optimized.png,optimized.png,baseline.png,optimized.png,
349,1789994443000,21/09/2026 12:40:43,1789994443000,1,21/09/2026 13:40:43,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_030,BLINDED,S1_PRIV_030,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,optimized.png,,,,4636.8,,,4636.8,,4636.8,,,,,,,Display 1,1,compare_30_hard_baseline.png,compare_30_hard_optimized.png,optimized.png,baseline.png,optimized.png,
350,1789994450000,21/09/2026 12:40:50,1789994450000,1,21/09/2026 13:40:50,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_030,BLINDED,S1_PRIV_030,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,optimized.png,,,,3755.0,,,3755.0,,3755.0,,,,,,,Display 1,2,compare_5_easy_optimized.png,compare_5_easy_baseline.png,optimized.png,baseline.png,optimized.png,
351,1789994457000,21/09/2026 12:40:57,1789994457000,1,21/09/2026 13:40:57,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_030,BLINDED,S1_PRIV_030,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,baseline.png,,,,3001.4,,,3001.4,,3001.4,,,,,,,Display 1,3,compare_20_easy_baseline.png,compare_20_easy_optimized.png,optimized.png,optimized.png,baseline.png,
352,1789994464000,21/09/2026 12:41:04,1789994464000,1,21/09/2026 13:41:04,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_030,BLINDED,S1_PRIV_030,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,baseline.png,,,,4857.8,,,4857.8,,4857.8,,,,,,,Display 1,4,compare_10_medium_baseline.png,compare_10_medium_optimized.png,optimized.png,optimized.png,baseline.png,
353,1789994471000,21/09/2026 12:41:11,1789994471000,1,21/09/2026 13:41:11,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_030,BLINDED,S1_PRIV_030,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,baseline.png,,,,2941.4,,,2941.4,,2941.4,,,,,,,Display 1,5,compare_5_hard_optimized.png,compare_5_hard_baseline.png,optimized.png,optimized.png,baseline.png,
354,1789994478000,21/09/2026 12:41:18,1789994478000,1,21/09/2026 13:41:18,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_030,BLINDED,S1_PRIV_030,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,baseline.png,,,,3129.4,,,3129.4,,3129.4,,,,,,,Display 1,6,compare_5_medium_optimized.png,compare_5_medium_baseline.png,optimized.png,baseline.png,optimized.png,
355,1789994485000,21/09/2026 12:41:25,1789994485000,1,21/09/2026 13:41:25,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_030,BLINDED,S1_PRIV_030,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,optimized.png,,,,4431.2,,,4431.2,,4431.2,,,,,,,Display 1,7,compare_20_medium_baseline.png,compare_20_medium_optimized.png,optimized.png,optimized.png,baseline.png,
356,1789994492000,21/09/2026 12:41:32,1789994492000,1,21/09/2026 13:41:32,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_030,BLINDED,S1_PRIV_030,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,baseline.png,,,,8718.0,,,8718.0,,8718.0,,,,,,,Display 1,8,compare_10_hard_optimized.png,compare_10_hard_baseline.png,optimized.png,baseline.png,optimized.png,
357,1789994499000,21/09/2026 12:41:39,1789994499000,1,21/09/2026 13:41:39,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_030,BLINDED,S1_PRIV_030,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,baseline.png,,,,2654.1,,,2654.1,,2654.1,,,,,,,Display 1,9,compare_10_easy_baseline.png,compare_10_easy_optimized.png,optimized.png,baseline.png,optimized.png,
358,1789994506000,21/09/2026 12:41:46,1789994506000,1,21/09/2026 13:41:46,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_030,BLINDED,S1_PRIV_030,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,baseline.png,,,,5585.1,,,5585.1,,5585.1,,,,,,,Display 1,10,compare_30_medium_optimized.png,compare_30_medium_baseline.png,optimized.png,optimized.png,baseline.png,
359,1789994513000,21/09/2026 12:41:53,1789994513000,1,21/09/2026 13:41:53,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_030,BLINDED,S1_PRIV_030,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,optimized.png,,,,6127.1,,,6127.1,,6127.1,,,,,,,Display 1,11,compare_20_hard_optimized.png,compare_20_hard_baseline.png,optimized.png,baseline.png,optimized.png,
360,1789994520000,21/09/2026 12:42:00,1789994520000,1,21/09/2026 13:42:00,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_030,BLINDED,S1_PRIV_030,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,optimized.png,,,,3393.3,,,3393.3,,3393.3,,,,,,,Display 1,12,compare_30_easy_baseline.png,compare_30_easy_optimized.png,optimized.png,baseline.png,optimized.png,
361,1789994527000,21/09/2026 12:42:07,1789994527000,1,21/09/2026 13:42:07,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_031,BLINDED,S1_PRIV_031,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,baseline.png,,,,5351.3,,,5351.3,,5351.3,,,,,,,Display 1,1,compare_10_hard_baseline.png,compare_10_hard_optimized.png,optimized.png,optimized.png,baseline.png,
362,1789994534000,21/09/2026 12:42:14,1789994534000,1,21/09/2026 13:42:14,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_031,BLINDED,S1_PRIV_031,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,optimized.png,,,,7561.2,,,7561.2,,7561.2,,,,,,,Display 1,2,compare_20_medium_optimized.png,compare_20_medium_baseline.png,optimized.png,baseline.png,optimized.png,
363,1789994541000,21/09/2026 12:42:21,1789994541000,1,21/09/2026 13:42:21,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_031,BLINDED,S1_PRIV_031,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,baseline.png,,,,3355.8,,,3355.8,,3355.8,,,,,,,Display 1,3,compare_5_hard_baseline.png,compare_5_hard_optimized.png,optimized.png,optimized.png,baseline.png,
364,1789994548000,21/09/2026 12:42:28,1789994548000,1,21/09/2026 13:42:28,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_031,BLINDED,S1_PRIV_031,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,optimized.png,,,,5753.0,,,5753.0,,5753.0,,,,,,,Display 1,4,compare_30_hard_optimized.png,compare_30_hard_baseline.png,optimized.png,optimized.png,baseline.png,
365,1789994555000,21/09/2026 12:42:35,1789994555000,1,21/09/2026 13:42:35,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_031,BLINDED,S1_PRIV_031,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,baseline.png,,,,2319.1,,,2319.1,,2319.1,,,,,,,Display 1,5,compare_30_easy_baseline.png,compare_30_easy_optimized.png,optimized.png,optimized.png,baseline.png,
366,1789994562000,21/09/2026 12:42:42,1789994562000,1,21/09/2026 13:42:42,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_031,BLINDED,S1_PRIV_031,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,baseline.png,,,,4188.8,,,4188.8,,4188.8,,,,,,,Display 1,6,compare_5_easy_optimized.png,compare_5_easy_baseline.png,optimized.png,optimized.png,baseline.png,
