Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m119,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: image,Spreadsheet: num_classes,Spreadsheet: colormap,Spreadsheet: variation,Spreadsheet: condition,Spreadsheet: trial_type,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: group_number
500,1789995500000,21/09/2026 12:58:20,1789995500000,1,21/09/2026 13:58:20,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_046,S1PUB046,S1_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,20,Display 1,Screen 1,,,response,10,,,,6485.6,,,6485.6,1,6485.6,,,,Response,,,Display1,disc_10_1_tab20.png,10,tab20,1,baseline,discrimination,How many distinct classes do you see?,10,2
501,1789995507000,21/09/2026 12:58:27,1789995507000,1,21/09/2026 13:58:27,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_046,S1PUB046,S1_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,21,Display 1,Screen 1,,,response,25,,,,8043.4,,,8043.4,0,8043.4,,,,Response,,,Display1,disc_30_2_tab20sa.png,30,tab20sa,2,sa,discrimination,How many distinct classes do you see?,30,2
502,1789995514000,21/09/2026 12:58:34,1789995514000,1,21/09/2026 13:58:34,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_046,S1PUB046,S1_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,22,Display 1,Screen 1,,,response,10,,,,4125.2,,,4125.2,1,4125.2,,,,Response,,,Display1,disc_10_2_tab20.png,10,tab20,2,baseline,discrimination,How many distinct classes do you see?,10,2
503,1789995521000,21/09/2026 12:58:41,1789995521000,1,21/09/2026 13:58:41,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_046,S1PUB046,S1_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,23,Display 1,Screen 1,,,response,10,,,,5322.5,,,5322.5,1,5322.5,,,,Response,,,Display1,disc_10_3_tab20.png,10,tab20,3,baseline,discrimination,How many distinct classes do you see?,10,2
504,1789995528000,21/09/2026 12:58:48,1789995528000,1,21/09/2026 13:58:48,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_046,S1PUB046,S1_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,24,Display 1,Screen 1,,,response,5,,,,1864.3,,,1864.3,1,1864.3,,,,Response,,,Display1,disc_5_1_tab20.png,5,tab20,1,baseline,discrimination,How many distinct classes do you see?,5,2
505,1789995535000,21/09/2026 12:58:55,1789995535000,1,21/09/2026 13:58:55,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,1,Display 1,Screen 1,,,response,10,,,,5302.1,,,5302.1,1,5302.1,,,,Response,,,Display1,disc_10_3_tab20sa.png,10,tab20sa,3,sa,discrimination,How many distinct classes do you see?,10,2
506,1789995542000,21/09/2026 12:59:02,1789995542000,1,21/09/2026 13:59:02,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,2,Display 1,Screen 1,,,response,10,,,,3017.1,,,3017.1,1,3017.1,,,,Response,,,Display1,disc_10_3_tab20.png,10,tab20,3,baseline,discrimination,How many distinct classes do you see?,10,2
507,1789995549000,21/09/2026 12:59:09,1789995549000,1,21/09/2026 13:59:09,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,3,Display 1,Screen 1,,,response,5,,,,2785.4,,,2785.4,1,2785.4,,,,Response,,,Display1,disc_5_3_tab20.png,5,tab20,3,baseline,discrimination,How many distinct classes do you see?,5,2
508,1789995556000,21/09/2026 12:59:16,1789995556000,1,21/09/2026 13:59:16,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,4,Display 1,Screen 1,,,response,30,,,,15033.3,,,15033.3,1,15033.3,,,,Response,,,Display1,disc_30_3_tab20sa.png,30,tab20sa,3,sa,discrimination,How many distinct classes do you see?,30,2
509,1789995563000,21/09/2026 12:59:23,1789995563000,1,21/09/2026 13:59:23,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,5,Display 1,Screen 1,,,response,10,,,,5122.3,,,5122.3,1,5122.3,,,,Response,,,Display1,disc_10_1_tab20.png,10,tab20,1,baseline,discrimination,How many distinct classes do you see?,10,2
510,1789995570000,21/09/2026 12:59:30,1789995570000,1,21/09/2026 13:59:30,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,6,Display 1,Screen 1,,,response,5,,,,2494.1,,,2494.1,1,2494.1,,,,Response,,,Display1,disc_5_1_tab20.png,5,tab20,1,baseline,discrimination,How many distinct classes do you see?,5,2
511,1789995577000,21/09/2026 12:59:37,1789995577000,1,21/09/2026 13:59:37,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,7,Display 1,Screen 1,,,response,5,,,,5785.9,,,5785.9,1,5785.9,,,,Response,,,Display1,disc_5_3_tab20sa.png,5,tab20sa,3,sa,discrimination,How many distinct classes do you see?,5,2
512,1789995584000,21/09/2026 12:59:44,1789995584000,1,21/09/2026 13:59:44,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,8,Display 1,Screen 1,,,response,10,,,,2955.7,,,2955.7,0,2955.7,,,,Response,,,Display1,disc_5_2_tab20.png,5,tab20,2,baseline,discrimination,How many distinct classes do you see?,5,2
513,1789995591000,21/09/2026 12:59:51,1789995591000,1,21/09/2026 13:59:51,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,9,Display 1,Screen 1,,,response,20,,,,5988.0,,,5988.0,1,5988.0,,,,Response,,,Display1,disc_20_2_tab20sa.png,20,tab20sa,2,sa,discrimination,How many distinct classes do you see?,20,2
514,1789995598000,21/09/2026 12:59:58,1789995598000,1,21/09/2026 13:59:58,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,10,Display 1,Screen 1,,,response,30,,,,11462.1,,,11462.1,1,11462.1,,,,Response,,,Display1,disc_30_1_tab20.png,30,tab20,1,baseline,discrimination,How many distinct classes do you see?,30,2
515,1789995605000,21/09/2026 13:00:05,1789995605000,1,21/09/2026 14:00:05,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,11,Display 1,Screen 1,,,response,10,,,,2879.8,,,2879.8,1,2879.8,,,,Response,,,Display1,disc_10_1_tab20sa.png,10,tab20sa,1,sa,discrimination,How many distinct classes do you see?,10,2
516,1789995612000,21/09/2026 13:00:12,1789995612000,1,21/09/2026 14:00:12,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,12,Display 1,Screen 1,,,response,20,,,,7321.6,,,7321.6,1,7321.6,,,,Response,,,Display1,disc_20_3_tab20.png,20,tab20,3,baseline,discrimination,How many distinct classes do you see?,20,2
517,1789995619000,21/09/2026 13:00:19,1789995619000,1,21/09/2026 14:00:19,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,13,Display 1,Screen 1,,,response,25,,,,6093.2,,,6093.2,0,6093.2,,,,Response,,,Display1,disc_30_1_tab20sa.png,30,tab20sa,1,sa,discrimination,How many distinct classes do you see?,30,2
518,1789995626000,21/09/2026 13:00:26,1789995626000,1,21/09/2026 14:00:26,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,14,Display 1,Screen 1,,,response,5,,,,2929.6,,,2929.6,1,2929.6,,,,Response,,,Display1,disc_5_2_tab20sa.png,5,tab20sa,2,sa,discrimination,How many distinct classes do you see?,5,2
519,1789995633000,21/09/2026 13:00:33,1789995633000,1,21/09/2026 14:00:33,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,15,Display 1,Screen 1,,,response,5,,,,2719.1,,,2719.1,1,2719.1,,,,Response,,,Display1,disc_5_1_tab20sa.png,5,tab20sa,1,sa,discrimination,How many distinct classes do you see?,5,2
520,1789995640000,21/09/2026 13:00:40,1789995640000,1,21/09/2026 14:00:40,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,16,Display 1,Screen 1,,,response,30,,,,7114.9,,,7114.9,1,7114.9,,,,Response,,,Display1,disc_30_3_tab20.png,30,tab20,3,baseline,discrimination,How many distinct classes do you see?,30,2
521,1789995647000,21/09/2026 13:00:47,1789995647000,1,21/09/2026 14:00:47,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,17,Display 1,Screen 1,,,response,20,,,,8309.6,,,8309.6,1,8309.6,,,,Response,,,Display1,disc_20_3_tab20sa.png,20,tab20sa,3,sa,discrimination,How many distinct classes do you see?,20,2
522,1789995654000,21/09/2026 13:00:54,1789995654000,1,21/09/2026 14:00:54,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,18,Display 1,Screen 1,,,response,20,,,,7056.4,,,7056.4,1,7056.4,,,,Response,,,Display1,disc_20_2_tab20.png,20,tab20,2,baseline,discrimination,How many distinct classes do you see?,20,2
523,1789995661000,21/09/2026 13:01:01,1789995661000,1,21/09/2026 14:01:01,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,19,Display 1,Screen 1,,,response,10,,,,5138.6,,,5138.6,1,5138.6,,,,Response,,,Display1,disc_10_2_tab20sa.png,10,tab20sa,2,sa,discrimination,How many distinct classes do you see?,10,2
524,1789995668000,21/09/2026 13:01:08,1789995668000,1,21/09/2026 14:01:08,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,20,Display 1,Screen 1,,,response,30,,,,16486.5,,,16486.5,1,16486.5,,,,Response,,,Display1,disc_30_2_tab20sa.png,30,tab20sa,2,sa,discrimination,How many distinct classes do you see?,30,2
525,1789995675000,21/09/2026 13:01:15,1789995675000,1,21/09/2026 14:01:15,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,21,Display 1,Screen 1,,,response,20,,,,2455.3,,,2455.3,1,2455.3,,,,Response,,,Display1,disc_20_1_tab20.png,20,tab20,1,baseline,discrimination,How many distinct classes do you see?,20,2
526,1789995682000,21/09/2026 13:01:22,1789995682000,1,21/09/2026 14:01:22,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,22,Display 1,Screen 1,,,response,25,,,,4857.5,,,4857.5,0,4857.5,,,,Response,,,Display1,disc_30_2_tab20.png,30,tab20,2,baseline,discrimination,How many distinct classes do you see?,30,2
527,1789995689000,21/09/2026 13:01:29,1789995689000,1,21/09/2026 14:01:29,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,23,Display 1,Screen 1,,,response,10,,,,2778.0,,,2778.0,1,2778.0,,,,Response,,,Display1,disc_10_2_tab20.png,10,tab20,2,baseline,discrimination,How many distinct classes do you see?,10,2
528,1789995696000,21/09/2026 13:01:36,1789995696000,1,21/09/2026 14:01:36,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_047,S1PUB047,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,24,Display 1,Screen 1,,,response,20,,,,3620.3,,,3620.3,1,3620.3,,,,Response,,,Display1,disc_20_1_tab20sa.png,20,tab20sa,1,sa,discrimination,How many distinct classes do you see?,20,2
529,1789995703000,21/09/2026 13:01:43,1789995703000,1,21/09/2026 14:01:43,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,1,Display 1,Screen 1,,,response,10,,,,2458.7,,,2458.7,1,2458.7,,,,Response,,,Display1,disc_10_2_tab20sa.png,10,tab20sa,2,sa,discrimination,How many distinct classes do you see?,10,2
530,1789995710000,21/09/2026 13:01:50,1789995710000,1,21/09/2026 14:01:50,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,2,Display 1,Screen 1,,,response,10,,,,2856.1,,,2856.1,1,2856.1,,,,Response,,,Display1,disc_10_1_tab20sa.png,10,tab20sa,1,sa,discrimination,How many distinct classes do you see?,10,2
531,1789995717000,21/09/2026 13:01:57,1789995717000,1,21/09/2026 14:01:57,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,3,Display 1,Screen 1,,,response,10,,,,11903.2,,,11903.2,1,11903.2,,,,Response,,,Display1,disc_10_3_tab20sa.png,10,tab20sa,3,sa,discrimination,How many distinct classes do you see?,10,2
532,1789995724000,21/09/2026 13:02:04,1789995724000,1,21/09/2026 14:02:04,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,4,Display 1,Screen 1,,,response,25,,,,5366.3,,,5366.3,0,5366.3,,,,Response,,,Display1,disc_20_1_tab20sa.png,20,tab20sa,1,sa,discrimination,How many distinct classes do you see?,20,2
533,1789995731000,21/09/2026 13:02:11,1789995731000,1,21/09/2026 14:02:11,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,5,Display 1,Screen 1,,,response,10,,,,8051.4,,,8051.4,1,8051.4,,,,Response,,,Display1,disc_10_3_tab20.png,10,tab20,3,baseline,discrimination,How many distinct classes do you see?,10,2
534,1789995738000,21/09/2026 13:02:18,1789995738000,1,21/09/2026 14:02:18,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,6,Display 1,Screen 1,,,response,15,,,,10127.5,,,10127.5,0,10127.5,,,,Response,,,Display1,disc_20_2_tab20sa.png,20,tab20sa,2,sa,discrimination,How many distinct classes do you see?,20,2
535,1789995745000,21/09/2026 13:02:25,1789995745000,1,21/09/2026 14:02:25,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,7,Display 1,Screen 1,,,response,10,,,,6046.9,,,6046.9,1,6046.9,,,,Response,,,Display1,disc_10_2_tab20.png,10,tab20,2,baseline,discrimination,How many distinct classes do you see?,10,2
536,1789995752000,21/09/2026 13:02:32,1789995752000,1,21/09/2026 14:02:32,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,8,Display 1,Screen 1,,,response,10,,,,3140.9,,,3140.9,1,3140.9,,,,Response,,,Display1,disc_10_1_tab20.png,10,tab20,1,baseline,discrimination,How many distinct classes do you see?,10,2
537,1789995759000,21/09/2026 13:02:39,1789995759000,1,21/09/2026 14:02:39,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,9,Display 1,Screen 1,,,response,5,,,,2509.0,,,2509.0,1,2509.0,,,,Response,,,Display1,disc_5_3_tab20.png,5,tab20,3,baseline,discrimination,How many distinct classes do you see?,5,2
538,1789995766000,21/09/2026 13:02:46,1789995766000,1,21/09/2026 14:02:46,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,10,Display 1,Screen 1,,,response,30,,,,7577.8,,,7577.8,1,7577.8,,,,Response,,,Display1,disc_30_3_tab20.png,30,tab20,3,baseline,discrimination,How many distinct classes do you see?,30,2
539,1789995773000,21/09/2026 13:02:53,1789995773000,1,21/09/2026 14:02:53,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,11,Display 1,Screen 1,,,response,25,,,,11469.0,,,11469.0,0,11469.0,,,,Response,,,Display1,disc_30_3_tab20sa.png,30,tab20sa,3,sa,discrimination,How many distinct classes do you see?,30,2
540,1789995780000,21/09/2026 13:03:00,1789995780000,1,21/09/2026 14:03:00,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,12,Display 1,Screen 1,,,response,5,,,,2583.2,,,2583.2,1,2583.2,,,,Response,,,Display1,disc_5_1_tab20.png,5,tab20,1,baseline,discrimination,How many distinct classes do you see?,5,2
541,1789995787000,21/09/2026 13:03:07,1789995787000,1,21/09/2026 14:03:07,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,13,Display 1,Screen 1,,,response,5,,,,5240.6,,,5240.6,1,5240.6,,,,Response,,,Display1,disc_5_2_tab20sa.png,5,tab20sa,2,sa,discrimination,How many distinct classes do you see?,5,2
542,1789995794000,21/09/2026 13:03:14,1789995794000,1,21/09/2026 14:03:14,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,14,Display 1,Screen 1,,,response,5,,,,4007.0,,,4007.0,1,4007.0,,,,Response,,,Display1,disc_5_2_tab20.png,5,tab20,2,baseline,discrimination,How many distinct classes do you see?,5,2
543,1789995801000,21/09/2026 13:03:21,1789995801000,1,21/09/2026 14:03:21,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,15,Display 1,Screen 1,,,response,15,,,,6827.7,,,6827.7,0,6827.7,,,,Response,,,Display1,disc_20_1_tab20.png,20,tab20,1,baseline,discrimination,How many distinct classes do you see?,20,2
544,1789995808000,21/09/2026 13:03:28,1789995808000,1,21/09/2026 14:03:28,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,16,Display 1,Screen 1,,,response,5,,,,3073.4,,,3073.4,1,3073.4,,,,Response,,,Display1,disc_5_1_tab20sa.png,5,tab20sa,1,sa,discrimination,How many distinct classes do you see?,5,2
545,1789995815000,21/09/2026 13:03:35,1789995815000,1,21/09/2026 14:03:35,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,17,Display 1,Screen 1,,,response,30,,,,4605.6,,,4605.6,1,4605.6,,,,Response,,,Display1,disc_30_1_tab20sa.png,30,tab20sa,1,sa,discrimination,How many distinct classes do you see?,30,2
546,1789995822000,21/09/2026 13:03:42,1789995822000,1,21/09/2026 14:03:42,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,18,Display 1,Screen 1,,,response,25,,,,9480.9,,,9480.9,0,9480.9,,,,Response,,,Display1,disc_30_1_tab20.png,30,tab20,1,baseline,discrimination,How many distinct classes do you see?,30,2
547,1789995829000,21/09/2026 13:03:49,1789995829000,1,21/09/2026 14:03:49,229051,38,synthetic-g2,,SYN-S1-S1_PRIV_048,S1PUB048,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2,SYNTHETIC,G2,G2,G2,19,Display 1,Screen 1,,,response,5,,,,2663.7,,,2663.7,1,2663.7,,,,Response,,,Display1,disc_5_3_tab20sa.png,5,tab20sa,3,sa,discrimination,How many distinct classes do you see?,5,2
